timestamp,value
2024-05-04 18:49:00,0.331693989071038
2024-05-04 18:49:10,0.45665682858869605
2024-05-04 18:49:20,0.5816196681063541
2024-05-04 18:49:30,0.7065825076240122
2024-05-04 18:49:40,0.8315453471416703
2024-05-04 18:49:50,0.9565081866593284
2024-05-04 18:50:00,1.0814710261769864
2024-05-04 18:50:10,1.2064338656946445
2024-05-04 18:50:20,1.3313967052123026
2024-05-04 18:50:30,1.4563595447299607
2024-05-04 18:50:40,1.5813223842476187
2024-05-04 18:50:50,1.7062852237652768
2024-05-04 18:51:00,1.8312480632829349
2024-05-04 18:51:10,1.956210902800593
2024-05-04 18:51:20,2.081173742318251
2024-05-04 18:51:30,2.206136581835909
2024-05-04 18:51:40,2.331099421353567
2024-05-04 18:51:50,2.4560622608712253
2024-05-04 18:52:00,2.5810251003888833
2024-05-04 18:52:10,2.7059879399065414
2024-05-04 18:52:20,2.8309507794241995
2024-05-04 18:52:30,2.9559136189418576
2024-05-04 18:52:40,3.0808764584595156
2024-05-04 18:52:50,3.2058392979771737
2024-05-04 18:53:00,3.330802137494832
2024-05-04 18:53:10,3.45576497701249
2024-05-04 18:53:20,3.580727816530148
2024-05-04 18:53:30,3.705690656047806
2024-05-04 18:53:40,3.830653495565464
2024-05-04 18:53:50,3.955616335083122
2024-05-04 18:54:00,4.08057917460078
2024-05-04 18:54:10,4.074545037486724
2024-05-04 18:54:20,4.068510900372667
2024-05-04 18:54:30,4.06247676325861
2024-05-04 18:54:40,4.056442626144554
2024-05-04 18:54:50,4.050408489030497
2024-05-04 18:55:00,4.04437435191644
2024-05-04 18:55:10,4.038340214802384
2024-05-04 18:55:20,4.032306077688327
2024-05-04 18:55:30,4.02627194057427
2024-05-04 18:55:40,4.020237803460214
2024-05-04 18:55:50,4.014203666346157
2024-05-04 18:56:00,4.0081695292321005
2024-05-04 18:56:10,4.002135392118044
2024-05-04 18:56:20,3.9961012550039867
2024-05-04 18:56:30,3.99006711788993
2024-05-04 18:56:40,3.9840329807758734
2024-05-04 18:56:50,3.9779988436618168
2024-05-04 18:57:00,3.97196470654776
2024-05-04 18:57:10,3.9659305694337035
2024-05-04 18:57:20,3.959896432319647
2024-05-04 18:57:30,3.95386229520559
2024-05-04 18:57:40,3.947828158091533
2024-05-04 18:57:50,3.9417940209774764
2024-05-04 18:58:00,3.93575988386342
2024-05-04 18:58:10,3.929725746749363
2024-05-04 18:58:20,3.9236916096353065
2024-05-04 18:58:30,3.91765747252125
2024-05-04 18:58:40,3.911623335407193
2024-05-04 18:58:50,3.9055891982931366
2024-05-04 18:59:00,3.89955506117908
2024-05-04 18:59:10,3.858782227165979
2024-05-04 18:59:20,3.8180093931528782
2024-05-04 18:59:30,3.7772365591397774
2024-05-04 18:59:40,3.7364637251266766
2024-05-04 18:59:50,3.6956908911135753
2024-05-04 19:00:00,3.6549180571004745
2024-05-04 19:00:10,3.6141452230873736
2024-05-04 19:00:20,3.573372389074273
2024-05-04 19:00:30,3.532599555061172
2024-05-04 19:00:40,3.491826721048071
2024-05-04 19:00:50,3.4510538870349703
2024-05-04 19:01:00,3.410281053021869
2024-05-04 19:01:10,3.369508219008768
2024-05-04 19:01:20,3.3287353849956673
2024-05-04 19:01:30,3.2879625509825665
2024-05-04 19:01:40,3.2471897169694657
2024-05-04 19:01:50,3.206416882956365
2024-05-04 19:02:00,3.165644048943264
